filename,genre
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00000.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00001.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00002.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00003.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00004.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00005.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00006.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00007.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00008.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00009.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00010.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00011.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00012.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00013.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00014.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00015.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00016.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00017.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00018.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00019.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00020.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00021.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00022.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00023.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00024.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00025.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00026.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00027.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00028.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00029.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00030.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00031.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00032.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00033.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00034.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00035.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00036.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00037.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00038.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00039.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00040.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00041.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00042.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00043.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00044.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00045.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00046.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00047.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00048.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00049.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00050.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00051.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00052.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00053.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00054.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00055.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00056.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00057.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00058.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00059.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00060.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00061.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00062.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00063.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00064.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00065.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00066.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00067.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00068.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00069.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00070.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00071.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00072.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00073.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00074.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00075.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00076.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00077.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00078.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00079.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00080.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00081.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00082.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00083.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00084.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00085.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00086.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00087.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00088.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00089.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00090.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00091.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00092.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00093.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00094.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00095.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00096.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00097.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00098.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/blues/blues.00099.wav,blues
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00000.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00001.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00002.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00003.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00004.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00005.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00006.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00007.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00008.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00009.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00010.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00011.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00012.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00013.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00014.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00015.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00016.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00017.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00018.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00019.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00020.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00021.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00022.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00023.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00024.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00025.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00026.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00027.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00028.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00029.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00030.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00031.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00032.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00033.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00034.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00035.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00036.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00037.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00038.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00039.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00040.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00041.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00042.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00043.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00044.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00045.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00046.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00047.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00048.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00049.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00050.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00051.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00052.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00053.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00054.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00055.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00056.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00057.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00058.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00059.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00060.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00061.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00062.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00063.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00064.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00065.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00066.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00067.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00068.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00069.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00070.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00071.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00072.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00073.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00074.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00075.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00076.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00077.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00078.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00079.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00080.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00081.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00082.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00083.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00084.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00085.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00086.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00087.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00088.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00089.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00090.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00091.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00092.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00093.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00094.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00095.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00096.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00097.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00098.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/classical/classical.00099.wav,classical
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00000.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00001.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00002.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00003.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00004.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00005.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00006.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00007.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00008.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00009.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00010.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00011.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00012.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00013.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00014.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00015.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00016.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00017.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00018.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00019.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00020.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00021.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00022.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00023.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00024.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00025.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00026.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00027.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00028.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00029.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00030.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00031.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00032.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00033.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00034.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00035.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00036.wav,country
/mnt/c/Users/furka/Desktop/music_genre_classification/gtzan_dataset/country/country.00037.wav,country
